Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
TE,Greg Olsen (13487904),Greg Olsen,13487904,TE/FLEX,4000,JAX@CAR 10/06/2019 01:00PM ET,CAR,13.9
QB,Jake Dolegala (13487262),Jake Dolegala,13487262,QB,4000,ARI@CIN 10/06/2019 01:00PM ET,CIN,0
RB,Giovani Bernard (13487374),Giovani Bernard,13487374,RB/FLEX,4000,ARI@CIN 10/06/2019 01:00PM ET,CIN,4.92
WR,Damiere Byrd (13487668),Damiere Byrd,13487668,WR/FLEX,4000,ARI@CIN 10/06/2019 01:00PM ET,ARI,7.2
QB,Alex McGough (13487260),Alex McGough,13487260,QB,4000,ATL@HOU 10/06/2019 01:00PM ET,HOU,0
QB,Alex Tanney (13487256),Alex Tanney,13487256,QB,4000,MIN@NYG 10/06/2019 01:00PM ET,NYG,0
RB,Elijhaa Penny (13487376),Elijhaa Penny,13487376,RB/FLEX,4000,MIN@NYG 10/06/2019 01:00PM ET,NYG,0.38
RB,Alexander Mattison (13487378),Alexander Mattison,13487378,RB/FLEX,4000,MIN@NYG 10/06/2019 01:00PM ET,MIN,5.38
WR,Hunter Renfrow (13487670),Hunter Renfrow,13487670,WR/FLEX,4000,CHI@OAK 10/06/2019 01:00PM ET,OAK,4.98
QB,Nate Sudfeld (13487257),Nate Sudfeld,13487257,QB,4000,NYJ@PHI 10/06/2019 01:00PM ET,PHI,0
QB,Trace McSorley (13487258),Trace McSorley,13487258,QB,4000,BAL@PIT 10/06/2019 01:00PM ET,BAL,0
QB,Easton Stick (13487261),Easton Stick,13487261,QB,4000,DEN@LAC 10/06/2019 04:05PM ET,LAC,0
QB,Andrew Luck (13487264),Andrew Luck,13487264,QB,4000,IND@KC 10/06/2019 08:20PM ET,IND,0
QB,Chad Kelly (13487265),Chad Kelly,13487265,QB,4000,IND@KC 10/06/2019 08:20PM ET,IND,0
TE,Eric Ebron (13487906),Eric Ebron,13487906,TE/FLEX,4000,IND@KC 10/06/2019 08:20PM ET,IND,8.2
QB,C.J. Beathard (13487263),C.J. Beathard,13487263,QB,4000,CLE@SF 10/07/2019 08:15PM ET,SF,0
RB,Ito Smith (13487384),Ito Smith,13487384,RB/FLEX,3900,ATL@HOU 10/06/2019 01:00PM ET,ATL,5.65
TE,O.J. Howard (13487910),O.J. Howard,13487910,TE/FLEX,3900,TB@NO 10/06/2019 01:00PM ET,TB,5.52
WR,Anthony Miller (13487674),Anthony Miller,13487674,WR/FLEX,3900,CHI@OAK 10/06/2019 01:00PM ET,CHI,1.7
WR,Taylor Gabriel (13487676),Taylor Gabriel,13487676,WR/FLEX,3900,CHI@OAK 10/06/2019 01:00PM ET,CHI,13.37
WR,JJ Arcega-Whiteside (13487672),JJ Arcega-Whiteside,13487672,WR/FLEX,3900,NYJ@PHI 10/06/2019 01:00PM ET,PHI,0.85
TE,Delanie Walker (13487908),Delanie Walker,13487908,TE/FLEX,3900,BUF@TEN 10/06/2019 01:00PM ET,TEN,11.3
RB,Adrian Peterson (13487382),Adrian Peterson,13487382,RB/FLEX,3900,NE@WAS 10/06/2019 01:00PM ET,WAS,6.13
RB,Darwin Thompson (13487386),Darwin Thompson,13487386,RB/FLEX,3900,IND@KC 10/06/2019 08:20PM ET,KC,0.55
DST,Bears  (13488105),Bears ,13488105,DST,3800,CHI@OAK 10/06/2019 01:00PM ET,CHI,13
RB,Gus Edwards (13487390),Gus Edwards,13487390,RB/FLEX,3800,BAL@PIT 10/06/2019 01:00PM ET,BAL,5.02
TE,Vance McDonald (13487914),Vance McDonald,13487914,TE/FLEX,3800,BAL@PIT 10/06/2019 01:00PM ET,PIT,10.27
RB,T.J. Yeldon (13487388),T.J. Yeldon,13487388,RB/FLEX,3800,BUF@TEN 10/06/2019 01:00PM ET,BUF,4.18
WR,Adam Humphries (13487678),Adam Humphries,13487678,WR/FLEX,3800,BUF@TEN 10/06/2019 01:00PM ET,TEN,5.58
RB,Justin Jackson (13487392),Justin Jackson,13487392,RB/FLEX,3800,DEN@LAC 10/06/2019 04:05PM ET,LAC,7.17
WR,Jake Kumerow (13487680),Jake Kumerow,13487680,WR/FLEX,3800,GB@DAL 10/06/2019 04:25PM ET,GB,1.1
TE,Jason Witten (13487912),Jason Witten,13487912,TE/FLEX,3800,GB@DAL 10/06/2019 04:25PM ET,DAL,9.85
WR,Damion Ratley (13487682),Damion Ratley,13487682,WR/FLEX,3800,CLE@SF 10/07/2019 08:15PM ET,CLE,4.58
RB,Chase Edmonds (13487398),Chase Edmonds,13487398,RB/FLEX,3700,ARI@CIN 10/06/2019 01:00PM ET,ARI,2.85
RB,Latavius Murray (13487394),Latavius Murray,13487394,RB/FLEX,3700,TB@NO 10/06/2019 01:00PM ET,NO,4.8
WR,Ted Ginn Jr. (13487684),Ted Ginn Jr.,13487684,WR/FLEX,3700,TB@NO 10/06/2019 01:00PM ET,NO,7.12
WR,Tre'Quan Smith (13487696),Tre'Quan Smith,13487696,WR/FLEX,3700,TB@NO 10/06/2019 01:00PM ET,NO,9.25
RB,Jalen Richard (13487396),Jalen Richard,13487396,RB/FLEX,3700,CHI@OAK 10/06/2019 01:00PM ET,OAK,2.88
WR,Cordarrelle Patterson (13487690),Cordarrelle Patterson,13487690,WR/FLEX,3700,CHI@OAK 10/06/2019 01:00PM ET,CHI,2.7
WR,Mack Hollins (13487688),Mack Hollins,13487688,WR/FLEX,3700,NYJ@PHI 10/06/2019 01:00PM ET,PHI,5.62
DST,Eagles  (13488106),Eagles ,13488106,DST,3700,NYJ@PHI 10/06/2019 01:00PM ET,PHI,3.75
RB,Justice Hill (13487400),Justice Hill,13487400,RB/FLEX,3700,BAL@PIT 10/06/2019 01:00PM ET,BAL,2.22
WR,Donte Moncrief (13487686),Donte Moncrief,13487686,WR/FLEX,3700,BAL@PIT 10/06/2019 01:00PM ET,PIT,1.23
WR,Jakobi Meyers (13487694),Jakobi Meyers,13487694,WR/FLEX,3700,NE@WAS 10/06/2019 01:00PM ET,NE,3
TE,Ben Watson (13487916),Ben Watson,13487916,TE/FLEX,3700,NE@WAS 10/06/2019 01:00PM ET,NE,0
WR,DaeSean Hamilton (13487692),DaeSean Hamilton,13487692,WR/FLEX,3700,DEN@LAC 10/06/2019 04:05PM ET,DEN,3.68
TE,Jack Doyle (13487918),Jack Doyle,13487918,TE/FLEX,3700,IND@KC 10/06/2019 08:20PM ET,IND,6.98
WR,Rashard Higgins (13487698),Rashard Higgins,13487698,WR/FLEX,3700,CLE@SF 10/07/2019 08:15PM ET,CLE,6.6
WR,Malik Turner (13487704),Malik Turner,13487704,WR/FLEX,3600,LAR@SEA 10/03/2019 08:20PM ET,SEA,3.08
WR,Keelan Cole (13487702),Keelan Cole,13487702,WR/FLEX,3600,JAX@CAR 10/06/2019 01:00PM ET,JAX,0.72
RB,Qadree Ollison (13487404),Qadree Ollison,13487404,RB/FLEX,3600,ATL@HOU 10/06/2019 01:00PM ET,ATL,0
WR,Demaryius Thomas (13487700),Demaryius Thomas,13487700,WR/FLEX,3600,NYJ@PHI 10/06/2019 01:00PM ET,NYJ,0.9
DST,Ravens  (13488107),Ravens ,13488107,DST,3600,BAL@PIT 10/06/2019 01:00PM ET,BAL,4
RB,Dion Lewis (13487402),Dion Lewis,13487402,RB/FLEX,3600,BUF@TEN 10/06/2019 01:00PM ET,TEN,3.92
TE,Hunter Henry (13487920),Hunter Henry,13487920,TE/FLEX,3600,DEN@LAC 10/06/2019 04:05PM ET,LAC,10
RB,Jonathan Williams (13487406),Jonathan Williams,13487406,RB/FLEX,3600,IND@KC 10/06/2019 08:20PM ET,IND,0
WR,KeeSean Johnson (13487714),KeeSean Johnson,13487714,WR/FLEX,3500,ARI@CIN 10/06/2019 01:00PM ET,ARI,5.98
WR,Auden Tate (13487716),Auden Tate,13487716,WR/FLEX,3500,ARI@CIN 10/06/2019 01:00PM ET,CIN,8.13
RB,Dare Ogunbowale (13487410),Dare Ogunbowale,13487410,RB/FLEX,3500,TB@NO 10/06/2019 01:00PM ET,TB,4.78
WR,Breshad Perriman (13487708),Breshad Perriman,13487708,WR/FLEX,3500,TB@NO 10/06/2019 01:00PM ET,TB,1.48
WR,Javon Wims (13487712),Javon Wims,13487712,WR/FLEX,3500,CHI@OAK 10/06/2019 01:00PM ET,CHI,2.85
RB,Darren Sproles (13487408),Darren Sproles,13487408,RB/FLEX,3500,NYJ@PHI 10/06/2019 01:00PM ET,PHI,3.65
WR,Chris Moore (13487706),Chris Moore,13487706,WR/FLEX,3500,BAL@PIT 10/06/2019 01:00PM ET,BAL,0
WR,Trey Quinn (13487710),Trey Quinn,13487710,WR/FLEX,3500,NE@WAS 10/06/2019 01:00PM ET,WAS,7.98
RB,Darrell Henderson Jr. (13487418),Darrell Henderson Jr.,13487418,RB/FLEX,3400,LAR@SEA 10/03/2019 08:20PM ET,LAR,0
RB,Ryquell Armstead (13487416),Ryquell Armstead,13487416,RB/FLEX,3400,JAX@CAR 10/06/2019 01:00PM ET,JAX,3.15
WR,Keke Coutee (13487726),Keke Coutee,13487726,WR/FLEX,3400,ATL@HOU 10/06/2019 01:00PM ET,HOU,1.93
TE,Jared Cook (13487924),Jared Cook,13487924,TE/FLEX,3400,TB@NO 10/06/2019 01:00PM ET,NO,4.25
DST,Saints  (13488108),Saints ,13488108,DST,3400,TB@NO 10/06/2019 01:00PM ET,NO,9.25
WR,Cody Latimer (13487718),Cody Latimer,13487718,WR/FLEX,3400,MIN@NYG 10/06/2019 01:00PM ET,NYG,5.47
RB,Mike Davis (13487412),Mike Davis,13487412,RB/FLEX,3400,CHI@OAK 10/06/2019 01:00PM ET,CHI,3.3
WR,J.J. Nelson (13487722),J.J. Nelson,13487722,WR/FLEX,3400,CHI@OAK 10/06/2019 01:00PM ET,OAK,6.8
RB,Damien Harris (13487414),Damien Harris,13487414,RB/FLEX,3400,NE@WAS 10/06/2019 01:00PM ET,NE,0
TE,Vernon Davis (13487922),Vernon Davis,13487922,TE/FLEX,3400,NE@WAS 10/06/2019 01:00PM ET,WAS,7.08
WR,Dontrelle Inman (13487720),Dontrelle Inman,13487720,WR/FLEX,3400,DEN@LAC 10/06/2019 04:05PM ET,LAC,5.3
WR,Devin Smith (13487724),Devin Smith,13487724,WR/FLEX,3400,GB@DAL 10/06/2019 04:25PM ET,DAL,5.58
WR,Deon Cain (13487728),Deon Cain,13487728,WR/FLEX,3400,IND@KC 10/06/2019 08:20PM ET,IND,1.88
WR,Jaron Brown (13487736),Jaron Brown,13487736,WR/FLEX,3300,LAR@SEA 10/03/2019 08:20PM ET,SEA,3.5
WR,David Moore (13487738),David Moore,13487738,WR/FLEX,3300,LAR@SEA 10/03/2019 08:20PM ET,SEA,2.9
TE,James O'Shaughnessy (13487928),James O'Shaughnessy,13487928,TE/FLEX,3300,JAX@CAR 10/06/2019 01:00PM ET,JAX,8.15
RB,Samaje Perine (13487422),Samaje Perine,13487422,RB/FLEX,3300,ARI@CIN 10/06/2019 01:00PM ET,CIN,0
TE,Tyler Eifert (13487926),Tyler Eifert,13487926,TE/FLEX,3300,ARI@CIN 10/06/2019 01:00PM ET,CIN,6.28
DST,Texans  (13488109),Texans ,13488109,DST,3300,ATL@HOU 10/06/2019 01:00PM ET,HOU,7.5
WR,Bennie Fowler III (13487730),Bennie Fowler III,13487730,WR/FLEX,3300,MIN@NYG 10/06/2019 01:00PM ET,NYG,5.98
WR,Trevor Davis (13487734),Trevor Davis,13487734,WR/FLEX,3300,CHI@OAK 10/06/2019 01:00PM ET,OAK,5.73
TE,Trey Burton (13487930),Trey Burton,13487930,TE/FLEX,3300,CHI@OAK 10/06/2019 01:00PM ET,CHI,4.03
WR,Josh Bellamy (13487732),Josh Bellamy,13487732,WR/FLEX,3300,NYJ@PHI 10/06/2019 01:00PM ET,NYJ,1.33
RB,Benny Snell Jr. (13487424),Benny Snell Jr.,13487424,RB/FLEX,3300,BAL@PIT 10/06/2019 01:00PM ET,PIT,0.75
TE,Hayden Hurst (13487932),Hayden Hurst,13487932,TE/FLEX,3300,BAL@PIT 10/06/2019 01:00PM ET,BAL,5.88
RB,Troymaine Pope (13487420),Troymaine Pope,13487420,RB/FLEX,3300,DEN@LAC 10/06/2019 04:05PM ET,LAC,3.8
WR,Jarius Wright (13487740),Jarius Wright,13487740,WR/FLEX,3200,JAX@CAR 10/06/2019 01:00PM ET,CAR,5.65
WR,Andy Isabella (13487756),Andy Isabella,13487756,WR/FLEX,3200,ARI@CIN 10/06/2019 01:00PM ET,ARI,0.17
WR,DeAndre Carter (13487742),DeAndre Carter,13487742,WR/FLEX,3200,ATL@HOU 10/06/2019 01:00PM ET,HOU,0.22
TE,Jordan Akins (13487936),Jordan Akins,13487936,TE/FLEX,3200,ATL@HOU 10/06/2019 01:00PM ET,HOU,8.65
DST,Vikings  (13488110),Vikings ,13488110,DST,3200,MIN@NYG 10/06/2019 01:00PM ET,MIN,7.75
TE,Adam Shaheen (13487938),Adam Shaheen,13487938,TE/FLEX,3200,CHI@OAK 10/06/2019 01:00PM ET,CHI,3
WR,Ryan Switzer (13487744),Ryan Switzer,13487744,WR/FLEX,3200,BAL@PIT 10/06/2019 01:00PM ET,PIT,2.48
WR,Miles Boykin (13487758),Miles Boykin,13487758,WR/FLEX,3200,BAL@PIT 10/06/2019 01:00PM ET,BAL,5.45
WR,Isaiah McKenzie (13487748),Isaiah McKenzie,13487748,WR/FLEX,3200,BUF@TEN 10/06/2019 01:00PM ET,BUF,3.82
WR,Zay Jones (13487752),Zay Jones,13487752,WR/FLEX,3200,BUF@TEN 10/06/2019 01:00PM ET,BUF,3.48
WR,Robert Foster (13487754),Robert Foster,13487754,WR/FLEX,3200,BUF@TEN 10/06/2019 01:00PM ET,BUF,0
RB,Jakob Johnson (13487428),Jakob Johnson,13487428,RB/FLEX,3200,NE@WAS 10/06/2019 01:00PM ET,NE,0
RB,Derrius Guice (13487430),Derrius Guice,13487430,RB/FLEX,3200,NE@WAS 10/06/2019 01:00PM ET,WAS,6.8
TE,Jordan Reed (13487934),Jordan Reed,13487934,TE/FLEX,3200,NE@WAS 10/06/2019 01:00PM ET,WAS,0
RB,Devontae Booker (13487426),Devontae Booker,13487426,RB/FLEX,3200,DEN@LAC 10/06/2019 04:05PM ET,DEN,0
WR,Geremy Davis (13487746),Geremy Davis,13487746,WR/FLEX,3200,DEN@LAC 10/06/2019 04:05PM ET,LAC,1.5
WR,Darrius Shepherd (13487750),Darrius Shepherd,13487750,WR/FLEX,3200,GB@DAL 10/06/2019 04:25PM ET,GB,0
TE,Ricky Seals-Jones (13487940),Ricky Seals-Jones,13487940,TE/FLEX,3200,CLE@SF 10/07/2019 08:15PM ET,CLE,6.53
WR,Josh Reynolds (13487778),Josh Reynolds,13487778,WR/FLEX,3100,LAR@SEA 10/03/2019 08:20PM ET,LAR,0.8
TE,Tyler Higbee (13487944),Tyler Higbee,13487944,TE/FLEX,3100,LAR@SEA 10/03/2019 08:20PM ET,LAR,8.07
RB,Jordan Scarlett (13487438),Jordan Scarlett,13487438,RB/FLEX,3100,JAX@CAR 10/06/2019 01:00PM ET,CAR,0
WR,Alex Erickson (13487760),Alex Erickson,13487760,WR/FLEX,3100,ARI@CIN 10/06/2019 01:00PM ET,CIN,2.62
WR,Lil'Jordan Humphrey (13487770),Lil'Jordan Humphrey,13487770,WR/FLEX,3100,TB@NO 10/06/2019 01:00PM ET,NO,0
WR,Deonte Harris (13487776),Deonte Harris,13487776,WR/FLEX,3100,TB@NO 10/06/2019 01:00PM ET,NO,1.58
RB,Jon Hilliman (13487436),Jon Hilliman,13487436,RB/FLEX,3100,MIN@NYG 10/06/2019 01:00PM ET,NYG,2.3
WR,Darius Slayton (13487768),Darius Slayton,13487768,WR/FLEX,3100,MIN@NYG 10/06/2019 01:00PM ET,NYG,7.25
WR,Davion Davis (13487774),Davion Davis,13487774,WR/FLEX,3100,MIN@NYG 10/06/2019 01:00PM ET,MIN,0
RB,Isaiah Crowell (13487434),Isaiah Crowell,13487434,RB/FLEX,3100,CHI@OAK 10/06/2019 01:00PM ET,OAK,0
WR,Vyncint Smith (13487772),Vyncint Smith,13487772,WR/FLEX,3100,NYJ@PHI 10/06/2019 01:00PM ET,NYJ,0
WR,Tajae Sharpe (13487764),Tajae Sharpe,13487764,WR/FLEX,3100,BUF@TEN 10/06/2019 01:00PM ET,TEN,3.35
TE,Dawson Knox (13487942),Dawson Knox,13487942,TE/FLEX,3100,BUF@TEN 10/06/2019 01:00PM ET,BUF,7.32
DST,Bills  (13488112),Bills ,13488112,DST,3100,BUF@TEN 10/06/2019 01:00PM ET,BUF,7.5
RB,Wendell Smallwood (13487432),Wendell Smallwood,13487432,RB/FLEX,3100,NE@WAS 10/06/2019 01:00PM ET,WAS,1.42
WR,Fred Brown (13487762),Fred Brown,13487762,WR/FLEX,3100,DEN@LAC 10/06/2019 04:05PM ET,DEN,0
WR,Andre Patton (13487766),Andre Patton,13487766,WR/FLEX,3100,DEN@LAC 10/06/2019 04:05PM ET,LAC,2.1
DST,Browns  (13488111),Browns ,13488111,DST,3100,CLE@SF 10/07/2019 08:15PM ET,CLE,8
RB,Nick Bellore (13487516),Nick Bellore,13487516,RB/FLEX,3000,LAR@SEA 10/03/2019 08:20PM ET,SEA,0
RB,Travis Homer (13487518),Travis Homer,13487518,RB/FLEX,3000,LAR@SEA 10/03/2019 08:20PM ET,SEA,0
WR,JoJo Natson (13487876),JoJo Natson,13487876,WR/FLEX,3000,LAR@SEA 10/03/2019 08:20PM ET,LAR,0
WR,John Ursua (13487878),John Ursua,13487878,WR/FLEX,3000,LAR@SEA 10/03/2019 08:20PM ET,SEA,0
WR,Nsimba Webster (13487880),Nsimba Webster,13487880,WR/FLEX,3000,LAR@SEA 10/03/2019 08:20PM ET,LAR,0
WR,Mike Thomas (13487882),Mike Thomas,13487882,WR/FLEX,3000,LAR@SEA 10/03/2019 08:20PM ET,LAR,0
WR,Gary Jennings (13487884),Gary Jennings,13487884,WR/FLEX,3000,LAR@SEA 10/03/2019 08:20PM ET,SEA,0
DST,Seahawks  (13488115),Seahawks ,13488115,DST,3000,LAR@SEA 10/03/2019 08:20PM ET,SEA,8.25
RB,Tyler Ervin (13487450),Tyler Ervin,13487450,RB/FLEX,3000,JAX@CAR 10/06/2019 01:00PM ET,JAX,0
RB,Reggie Bonnafon (13487496),Reggie Bonnafon,13487496,RB/FLEX,3000,JAX@CAR 10/06/2019 01:00PM ET,CAR,0.12
RB,Roc Thomas (13487498),Roc Thomas,13487498,RB/FLEX,3000,JAX@CAR 10/06/2019 01:00PM ET,JAX,0
RB,Devine Ozigbo (13487500),Devine Ozigbo,13487500,RB/FLEX,3000,JAX@CAR 10/06/2019 01:00PM ET,JAX,0
RB,Alex Armah (13487504),Alex Armah,13487504,RB/FLEX,3000,JAX@CAR 10/06/2019 01:00PM ET,CAR,1.92
WR,Chris Hogan (13487800),Chris Hogan,13487800,WR/FLEX,3000,JAX@CAR 10/06/2019 01:00PM ET,CAR,1.35
WR,C.J. Board (13487806),C.J. Board,13487806,WR/FLEX,3000,JAX@CAR 10/06/2019 01:00PM ET,JAX,0
WR,Ray-Ray McCloud (13487824),Ray-Ray McCloud,13487824,WR/FLEX,3000,JAX@CAR 10/06/2019 01:00PM ET,CAR,0
WR,Brandon Zylstra (13487830),Brandon Zylstra,13487830,WR/FLEX,3000,JAX@CAR 10/06/2019 01:00PM ET,CAR,0
DST,Jaguars  (13488113),Jaguars ,13488113,DST,3000,JAX@CAR 10/06/2019 01:00PM ET,JAX,5.25
RB,D.J. Foster (13487458),D.J. Foster,13487458,RB/FLEX,3000,ARI@CIN 10/06/2019 01:00PM ET,ARI,0
RB,Trayveon Williams (13487502),Trayveon Williams,13487502,RB/FLEX,3000,ARI@CIN 10/06/2019 01:00PM ET,CIN,0
WR,Trent Sherfield (13487840),Trent Sherfield,13487840,WR/FLEX,3000,ARI@CIN 10/06/2019 01:00PM ET,ARI,0.62
WR,Damion Willis (13487854),Damion Willis,13487854,WR/FLEX,3000,ARI@CIN 10/06/2019 01:00PM ET,CIN,2.35
RB,Taiwan Jones (13487468),Taiwan Jones,13487468,RB/FLEX,3000,ATL@HOU 10/06/2019 01:00PM ET,HOU,0
RB,Kenjon Barner (13487472),Kenjon Barner,13487472,RB/FLEX,3000,ATL@HOU 10/06/2019 01:00PM ET,ATL,0.47
RB,Keith Smith (13487476),Keith Smith,13487476,RB/FLEX,3000,ATL@HOU 10/06/2019 01:00PM ET,ATL,0
RB,Brian Hill (13487484),Brian Hill,13487484,RB/FLEX,3000,ATL@HOU 10/06/2019 01:00PM ET,ATL,0
RB,Buddy Howell (13487486),Buddy Howell,13487486,RB/FLEX,3000,ATL@HOU 10/06/2019 01:00PM ET,HOU,0
RB,Cullen Gillaspia (13487488),Cullen Gillaspia,13487488,RB/FLEX,3000,ATL@HOU 10/06/2019 01:00PM ET,HOU,0
WR,Justin Hardy (13487788),Justin Hardy,13487788,WR/FLEX,3000,ATL@HOU 10/06/2019 01:00PM ET,ATL,2.42
WR,Olamide Zaccheaus (13487828),Olamide Zaccheaus,13487828,WR/FLEX,3000,ATL@HOU 10/06/2019 01:00PM ET,ATL,0
WR,Russell Gage (13487836),Russell Gage,13487836,WR/FLEX,3000,ATL@HOU 10/06/2019 01:00PM ET,ATL,0.55
RB,Zach Line (13487442),Zach Line,13487442,RB/FLEX,3000,TB@NO 10/06/2019 01:00PM ET,NO,0.32
RB,Dwayne Washington (13487462),Dwayne Washington,13487462,RB/FLEX,3000,TB@NO 10/06/2019 01:00PM ET,NO,0
RB,T.J. Logan (13487464),T.J. Logan,13487464,RB/FLEX,3000,TB@NO 10/06/2019 01:00PM ET,TB,0
WR,Austin Carr (13487804),Austin Carr,13487804,WR/FLEX,3000,TB@NO 10/06/2019 01:00PM ET,NO,0
WR,Bobo Wilson (13487808),Bobo Wilson,13487808,WR/FLEX,3000,TB@NO 10/06/2019 01:00PM ET,TB,0.6
WR,Justin Watson (13487816),Justin Watson,13487816,WR/FLEX,3000,TB@NO 10/06/2019 01:00PM ET,TB,0.58
WR,Scotty Miller (13487820),Scotty Miller,13487820,WR/FLEX,3000,TB@NO 10/06/2019 01:00PM ET,TB,0
TE,Cameron Brate (13487948),Cameron Brate,13487948,TE/FLEX,3000,TB@NO 10/06/2019 01:00PM ET,TB,5.28
RB,Ameer Abdullah (13487478),Ameer Abdullah,13487478,RB/FLEX,3000,MIN@NYG 10/06/2019 01:00PM ET,MIN,1.1
RB,Mike Boone (13487490),Mike Boone,13487490,RB/FLEX,3000,MIN@NYG 10/06/2019 01:00PM ET,MIN,0.7
RB,C.J. Ham (13487494),C.J. Ham,13487494,RB/FLEX,3000,MIN@NYG 10/06/2019 01:00PM ET,MIN,1.25
WR,TJ Jones (13487786),TJ Jones,13487786,WR/FLEX,3000,MIN@NYG 10/06/2019 01:00PM ET,NYG,4.27
WR,Cody Core (13487792),Cody Core,13487792,WR/FLEX,3000,MIN@NYG 10/06/2019 01:00PM ET,NYG,1.45
WR,Olabisi Johnson (13487822),Olabisi Johnson,13487822,WR/FLEX,3000,MIN@NYG 10/06/2019 01:00PM ET,MIN,1.88
WR,Laquon Treadwell (13487834),Laquon Treadwell,13487834,WR/FLEX,3000,MIN@NYG 10/06/2019 01:00PM ET,MIN,0
TE,Kyle Rudolph (13487946),Kyle Rudolph,13487946,TE/FLEX,3000,MIN@NYG 10/06/2019 01:00PM ET,MIN,2.05
TE,Irv Smith Jr. (13487952),Irv Smith Jr.,13487952,TE/FLEX,3000,MIN@NYG 10/06/2019 01:00PM ET,MIN,2.85
RB,DeAndre Washington (13487452),DeAndre Washington,13487452,RB/FLEX,3000,CHI@OAK 10/06/2019 01:00PM ET,OAK,3.28
RB,Alec Ingold (13487492),Alec Ingold,13487492,RB/FLEX,3000,CHI@OAK 10/06/2019 01:00PM ET,OAK,0.02
WR,Dwayne Harris (13487796),Dwayne Harris,13487796,WR/FLEX,3000,CHI@OAK 10/06/2019 01:00PM ET,OAK,0.85
WR,Keelan Doss (13487838),Keelan Doss,13487838,WR/FLEX,3000,CHI@OAK 10/06/2019 01:00PM ET,OAK,0.8
WR,Riley Ridley (13487850),Riley Ridley,13487850,WR/FLEX,3000,CHI@OAK 10/06/2019 01:00PM ET,CHI,0
WR,Jalin Marshall (13487856),Jalin Marshall,13487856,WR/FLEX,3000,CHI@OAK 10/06/2019 01:00PM ET,OAK,0
TE,Ben Braunecker (13487950),Ben Braunecker,13487950,TE/FLEX,3000,CHI@OAK 10/06/2019 01:00PM ET,CHI,1.1
RB,Bilal Powell (13487470),Bilal Powell,13487470,RB/FLEX,3000,NYJ@PHI 10/06/2019 01:00PM ET,NYJ,0
RB,Corey Clement (13487482),Corey Clement,13487482,RB/FLEX,3000,NYJ@PHI 10/06/2019 01:00PM ET,PHI,-0.33
RB,Trenton Cannon (13487506),Trenton Cannon,13487506,RB/FLEX,3000,NYJ@PHI 10/06/2019 01:00PM ET,NYJ,0
WR,Braxton Berrios (13487814),Braxton Berrios,13487814,WR/FLEX,3000,NYJ@PHI 10/06/2019 01:00PM ET,NYJ,1.63
RB,Roosevelt Nix (13487444),Roosevelt Nix,13487444,RB/FLEX,3000,BAL@PIT 10/06/2019 01:00PM ET,PIT,0
RB,Patrick Ricard (13487480),Patrick Ricard,13487480,RB/FLEX,3000,BAL@PIT 10/06/2019 01:00PM ET,BAL,2.1
WR,Seth Roberts (13487794),Seth Roberts,13487794,WR/FLEX,3000,BAL@PIT 10/06/2019 01:00PM ET,BAL,3.82
WR,Johnny Holton (13487812),Johnny Holton,13487812,WR/FLEX,3000,BAL@PIT 10/06/2019 01:00PM ET,PIT,0.22
WR,Jaleel Scott (13487848),Jaleel Scott,13487848,WR/FLEX,3000,BAL@PIT 10/06/2019 01:00PM ET,BAL,0
RB,Patrick DiMarco (13487440),Patrick DiMarco,13487440,RB/FLEX,3000,BUF@TEN 10/06/2019 01:00PM ET,BUF,1.08
RB,David Fluellen (13487446),David Fluellen,13487446,RB/FLEX,3000,BUF@TEN 10/06/2019 01:00PM ET,TEN,0
WR,Andre Roberts (13487798),Andre Roberts,13487798,WR/FLEX,3000,BUF@TEN 10/06/2019 01:00PM ET,BUF,0.8
WR,Darius Jennings (13487802),Darius Jennings,13487802,WR/FLEX,3000,BUF@TEN 10/06/2019 01:00PM ET,TEN,0.92
DST,Titans  (13488114),Titans ,13488114,DST,3000,BUF@TEN 10/06/2019 01:00PM ET,TEN,10.75
RB,James Develin (13487466),James Develin,13487466,RB/FLEX,3000,NE@WAS 10/06/2019 01:00PM ET,NE,0.15
RB,Brandon Bolden (13487474),Brandon Bolden,13487474,RB/FLEX,3000,NE@WAS 10/06/2019 01:00PM ET,NE,3.67
WR,Matthew Slater (13487780),Matthew Slater,13487780,WR/FLEX,3000,NE@WAS 10/06/2019 01:00PM ET,NE,0
WR,Robert Davis (13487810),Robert Davis,13487810,WR/FLEX,3000,NE@WAS 10/06/2019 01:00PM ET,WAS,0.7
WR,Steven Sims Jr. (13487826),Steven Sims Jr.,13487826,WR/FLEX,3000,NE@WAS 10/06/2019 01:00PM ET,WAS,1.82
WR,Gunner Olszewski (13487832),Gunner Olszewski,13487832,WR/FLEX,3000,NE@WAS 10/06/2019 01:00PM ET,NE,-0.25
WR,N'Keal Harry (13487844),N'Keal Harry,13487844,WR/FLEX,3000,NE@WAS 10/06/2019 01:00PM ET,NE,0
WR,Kelvin Harmon (13487852),Kelvin Harmon,13487852,WR/FLEX,3000,NE@WAS 10/06/2019 01:00PM ET,WAS,2.12
RB,Derek Watt (13487454),Derek Watt,13487454,RB/FLEX,3000,DEN@LAC 10/06/2019 04:05PM ET,LAC,1.18
